Image_ID,Generated_Caption,CIDEr_Score,SPICE_Score,METEOR_Score,CLIP_SCORE_Score
000000050149.jpg,"The image depicts a vibrant outdoor market scene with numerous bunches of bananas hanging from a canopy, showcasing a colorful and bustling atmosphere.",0.0753,0.2909,0.5662,0.314
000000317024.jpg,"A zebra stands in a sandy enclosure, facing right, with a wooden fence and a building visible in the background.",0.0762,0.2941,0.3683,0.3286
000000210388.jpg,"Three people are standing on a snowy mountain peak, with a sign indicating they've reached Mount Washington Summit at an elevation of 19,129 feet.",0.0131,0.1538,0.3263,0.3206
000000567898.jpg,"The image displays three silver bowls arranged on a green tablecloth, containing a variety of foods including meat, soup, fruit, and snacks.",0.0001,0.1538,0.2481,0.2637
000000135673.jpg,"Two aircraft soar through a clear blue sky, with a white commercial jet in the foreground and a smaller, dark-colored propeller plane behind it.",0.0263,0.1622,0.36,0.29
000000006894.jpg,"A man is laughing heartily while an elephant gently pets his head with its trunk, set against a backdrop of lush green hills.",0.0791,0.1818,0.5617,0.3237
000000338428.jpg,"A vintage green pickup truck with a yellow license plate is parked on grass, surrounded by other classic vehicles including a red and white van and a white Chevrolet truck.",0.0021,0.2703,0.4033,0.2932
000000032811.jpg,"A small gray bird perches on the rusted edge of a porthole window, gazing out at a calm body of water with a distant, tree-covered hill in the background.",0.0024,0.1379,0.3683,0.342
000000271402.jpg,"Two young girls, dressed in matching white tennis outfits, stand on a tennis court holding a pink Wilson racket and an orange scooter, with a cityscape visible in the background.",0.0036,0.303,0.6876,0.3606
000000244099.jpg,"A young boy in a blue helmet and red vest rides a brown horse across a vast, dry field under a gray sky.",0.0243,0.1778,0.2672,0.3496
000000203546.jpg,"A brown bear is swimming in a shallow, greenish-blue body of water, with its head and upper body visible, surrounded by splashing water and rocks in the background.",0.002,0.2051,0.44,0.3442
000000235857.jpg,"Three cows graze peacefully in a lush green field, with a backdrop of trees and a distant town, creating a serene rural landscape.",0.0458,0.2,0.5504,0.2859
000000036861.jpg,"The image depicts a parking meter on a city street, with a building in the background featuring a large window displaying a mural of Martin Luther King Jr. and the text ""40 years of saving lives.""",0.0004,0.2258,0.424,0.3389
000000265816.jpg,"A man in a white shirt and straw hat sits in a black carriage, pulling a white horse along a yellow curb-lined street, with a weathered building and lush greenery in the background.",0.0007,0.1778,0.5808,0.3066
000000308476.jpg,"A polar bear is standing on a rocky surface, sniffing a large rock in front of it.",0.5146,0.0571,0.5442,0.3367
000000236730.jpg,"A zebra with striking black and white stripes stands on sandy ground, its head turned to the right, showcasing its alert ears and expressive eyes.",0.0052,0.1961,0.3509,0.3298
000000511599.jpg,"A bustling river scene with people loading and unloading goods from a boat, surrounded by other boats and a small town in the background.",0.0032,0.2667,0.2193,0.3101
000000055167.jpg,"A yellow and blue bus is driving down a street in a small town, with a white van parked nearby and a person standing in front of a building.",0.0203,0.2759,0.5204,0.3354
000000071226.jpg,"A cozy scene of a bed with two dogs and a cat peacefully sleeping together, surrounded by colorful blankets and pillows.",0.4081,0.3077,0.6491,0.3174
000000344100.jpg,"A rustic wooden table holds a partially eaten sandwich, a cup of coffee with a spoon, a camera with a lens, and a laptop, creating a cozy scene of a photographer's workspace.",0.0077,0.2,0.3911,0.376
000000060899.jpg,"A young child is standing in a living room, holding a green-handled brush with white bristles above their head, smiling at the camera.",0.0451,0.2857,0.4458,0.3157
000000384651.jpg,"A cozy bedroom scene featuring a lit lamp on a nightstand, a bed with white sheets and pillows, and a framed picture on the wall, with a watermark reading ""hannahosullivan.com"" in the corner.",0.011,0.129,0.4208,0.3333
000000136033.jpg,"The image depicts a bathroom with vibrant orange walls, a white sink, and a black soap dispenser, creating a striking and unusual color scheme.",0.0552,0.1923,0.5636,0.3792
000000253433.jpg,"A white teddy bear adorned with a black mask, red bow tie, and leather harness sits on a purple polka-dotted bedspread, creating a whimsical and slightly edgy scene.",0.0024,0.2326,0.2556,0.3237
000000449603.jpg,"A man is parasailing over the ocean, holding onto a rope attached to a parachute, with waves crashing around him.",0.0043,0.0909,0.3583,0.2781
000000139872.jpg,"A black and white dog is lying on a grassy area, panting with its tongue out, and looking up at the camera.",0.0915,0.1224,0.4856,0.3145
000000452084.jpg,"A hearty breakfast spread featuring a sausage, omelette, and toast, all neatly arranged in a black oval container with a white plastic fork.",0.1416,0.2182,0.2862,0.3047
000000258911.jpg,"In a bustling dairy farm, a woman in a straw hat and white shirt stands beside a young boy, both feeding cows with a long stick. The cows, lined up in stalls, eagerly await their meal, creating a heartwarming scene of farm life.",0.0,0.1818,0.3455,0.293
000000285894.jpg,"In this captivating zoo scene, three children are intently observing two giraffes within their enclosure. The children, with their backs to the camera, are positioned in the foreground, creating a sense of scale and wonder. The giraffes, with their distinctive long necks and spotted coats, stand majestically in the background, one slightly taller than the other. The enclosure is surrounded by a wooden fence, and the ground is covered in dirt, giving it a natural, earthy appearance. In the distance, a line of trees adds depth to the scene, while the bright sky above suggests a sunny day. This image beautifully captures the magic of a zoo visit, showcasing the awe-inspiring sight of these magnificent animals up close.",0.0,0.2069,0.221,0.3684
000000033114.jpg,"A large white airplane with a blue stripe is landing on a wet runway, surrounded by red and black lights and a hazy mountainous landscape in the background.",0.0034,0.0976,0.3717,0.2856
000000383384.jpg,"A baseball game in progress, with a batter in a teal jersey and white pants swinging at the ball, a catcher in a blue jersey and white pants crouched behind home plate, and an umpire in a black shirt and pants standing nearby. A cameraman in a red shirt and headphones is filming the action from the stands.",0.0,0.2414,0.4146,0.3477
000000231822.jpg,"A black cafeteria tray holds a yellow plate with two chicken sandwiches, macaroni and cheese, and broccoli. There's also a small bowl of fruit salad, a brownie, and utensils. Two glasses of chocolate milk and a Sprite bottle are nearby, along with a napkin holder and a menu.",0.0,0.037,0.4171,0.4106
000000010707.jpg,"Three young men are gathered in a cozy living room, enjoying a casual night out. One is holding a Wii controller, another is pouring a drink, and the third is laughing, surrounded by snacks and drinks on the coffee table.",0.0,0.1875,0.2548,0.2922
000000402774.jpg,"A woman with long dark hair walks away from the camera on a rainy day, holding a pink umbrella adorned with white polka dots. She's dressed in a blue long-sleeve shirt, dark pants, and black shoes, with a brown purse slung over her shoulder. The scene is set against a backdrop of a stone wall and lush green trees, with raindrops visible on the umbrella and ground.",0.0,0.375,0.2891,0.3411
000000190648.jpg,"The image depicts a dilapidated bedroom with a dirty bed, wooden walls, and a small window, giving it a neglected and eerie atmosphere.",0.0195,0.2128,0.1923,0.3418
000000563604.jpg,"The image depicts a street scene with a digital sign announcing an art exhibit on West Drive. The sign is mounted on an orange trailer and surrounded by orange traffic cones. A black gate with a white sign reading ""Park Drives Closed"" is visible in the foreground. The street is closed to traffic, and people can be seen walking along the sidewalk. In the background, there are orange structures, possibly part of the art exhibit, and a building with a white roof. The scene appears to be set in a park or public space during the daytime.",0.0,0.45,0.2201,0.3479
000000460333.jpg,"A young boy sits on a small bed in a cozy bedroom, surrounded by various furniture and personal items, creating a warm and inviting atmosphere.",0.0751,0.2564,0.7155,0.3186
000000010977.jpg,"This image depicts a vintage-style bathroom with a pink-tiled wall, white bathtub, and a wooden vanity with a sink. The room features a green rug, a toilet, and a shower with a white curtain.",0.0234,0.2917,0.3235,0.3269
000000193348.jpg,"A young child is shown brushing their teeth with a blue toothbrush, their mouth open and eyes wide in a moment of dental hygiene.",0.0645,0.1538,0.4996,0.3613
000000378605.jpg,"A chocolate-glazed donut sits on a white plate beside a mug of coffee, with a small stuffed bird perched on a napkin in the background.",0.0838,0.1647,0.4524,0.363
000000178982.jpg,"Two motorcyclists are stopped at a red light on a dark street, with a green highway sign above them indicating ""Bklyn-Queens Expy"" and ""Brooklyn.""",0.0116,0.2667,0.2193,0.3711
000000477805.jpg,"A man wearing glasses and a black tank top is intently focused on his laptop screen in a dark room, with his hands blurred in motion as he types.",0.0028,0.1951,0.3876,0.355
000000418281.jpg,"The image depicts a serene rural scene with two white cows in a grassy field, surrounded by lush greenery and distant pagoda-style buildings, creating a picturesque blend of nature and traditional architecture.",0.0006,0.15,0.3577,0.386
000000203095.jpg,"A variety of raw ingredients, including meat, vegetables, and herbs, are arranged on a wooden cutting board and countertop, ready for cooking.",0.0504,0.2373,0.5022,0.3142
000000135872.jpg,"The image depicts a well-organized home office space with a wooden desk, computer setup, and a Star Wars model, creating a functional and personalized workspace.",0.037,0.1481,0.283,0.3296
000000217614.jpg,"A young giraffe stands in a lush, green field, surrounded by tall trees and bushes, with a clear blue sky visible above.",0.0431,0.2051,0.5437,0.3733
000000426203.jpg,A skateboarder with long black hair and a beard is captured mid-air performing a trick on a black metal railing in an urban setting.,0.0201,0.4082,0.5324,0.3364
000000580197.jpg,"The image depicts two men in tuxedos standing in front of a red curtain, engaged in conversation.",0.1011,0.3125,0.295,0.3071
000000135902.jpg,"A maroon and yellow train is parked at a station with a glass roof, its headlights on and a yellow lion logo visible on the front.",0.0239,0.1613,0.3837,0.3594
000000221708.jpg,"The image depicts a cozy, rustic kitchen with wooden walls, a white refrigerator, and a small dining table surrounded by wooden chairs.",0.044,0.375,0.5102,0.3486
000000509719.jpg,"A small, fluffy bird with brown and white feathers stands on a dirt ground scattered with leaves, facing left with its head turned slightly towards the camera.",0.0127,0.1395,0.4844,0.3066
000000016451.jpg,"A serene beach scene with a blue sky, gentle waves, and a sandy shore dotted with surfboards, beach chairs, and a striped blanket.",0.0127,0.1463,0.1639,0.3086
000000576955.jpg,"A jockey in a red helmet and black jacket rides a brown horse with a white stripe through a muddy puddle, creating a splash of water as they navigate the obstacle course.",0.0004,0.1714,0.2655,0.3352
000000570471.jpg,"A woman is sitting at a table, holding a knife and cutting a slice of cake. She is wearing a white shirt and has a person's arm around her shoulder. The table is cluttered with various items, including a basket of medicine, a glass of water, and a calendar on the wall.",0.0,0.2553,0.3003,0.3064
000000144706.jpg,"A rainy day scene at a Washington street intersection, with a car waiting at a green light, apartment buildings in the background, and a wet, reflective road surface.",0.0059,0.2564,0.3912,0.3127
000000018519.jpg,"A young skateboarder in all black gear is captured mid-air performing a trick on a concrete ramp, with a metal railing and grassy area visible in the background.",0.0046,0.2222,0.3776,0.3354
000000000632.jpg,"A cozy bedroom with a blue comforter, a wooden dresser, and a bookshelf filled with books, overlooking a lush green tree outside.",0.0251,0.1695,0.3064,0.3523
000000449198.jpg,"A nighttime scene of a curved road illuminated by streetlights, with a metal fence running alongside and a pedestrian bridge spanning the road.",0.0105,0.1613,0.2587,0.3638
000000089880.jpg,"Two playful dogs are frolicking on a lush green lawn, with one dog licking the other's face in a display of affection.",0.0283,0.4737,0.4536,0.303
000000122166.jpg,"A bustling city street scene with a cyclist riding towards the camera, surrounded by parked cars and pedestrians, set against a backdrop of tall buildings and green trees.",0.0077,0.1724,0.2273,0.3127
000000279145.jpg,"A serene garden scene featuring a wooden bench with blue metal accents, surrounded by lush greenery and a white cat lounging nearby.",0.1391,0.2286,0.4745,0.322
000000199771.jpg,"The image depicts a bustling kitchen scene with a group of chefs and a woman in aprons gathered around a table, engaged in conversation and food preparation.",0.0055,0.2667,0.4543,0.2791
000000562818.jpg,"A bustling ski resort scene with snow-covered slopes, skiers and snowboarders enjoying the winter sports, and a majestic mountain peak in the background.",0.0079,0.2121,0.3035,0.3174
000000274219.jpg,"This black and white portrait captures a distinguished gentleman from the late 19th or early 20th century, showcasing his formal attire, prominent mustache, and distinctive hairstyle.",0.0039,0.1765,0.16,0.2878
000000171788.jpg,"A male tennis player with dark hair is captured mid-action on a clay court, wearing a white polo shirt, black shorts, and white socks. He's holding a racket with a blue handle and is poised to hit a yellow tennis ball. The player's dynamic pose showcases his athletic form and focus as he prepares to strike the ball.",0.0,0.1765,0.345,0.3572
000000439426.jpg,"A hand holds a unique, flower-shaped glazed donut with six rounded petals, standing on a speckled tile floor with a concrete sidewalk visible nearby.",0.0192,0.129,0.5132,0.3428
000000131431.jpg,"The image depicts a grand, ornate clock tower with a large circular clock face displaying Roman numerals, set against a clear blue sky with a few clouds.",0.0119,0.1538,0.4543,0.2698
000000219283.jpg,"A black and white photograph shows a small teddy bear sitting on a piece of paper in front of stacked cardboard boxes labeled ""bananas,"" with a white container to its left and a dark background.",0.0003,0.35,0.6183,0.386
000000453841.jpg,"A bustling city street at dusk, with cars stopped at a red light, their brake lights glowing against the fading blue sky.",0.0421,0.2941,0.4282,0.3167
000000415536.jpg,"A red and white city bus with the number 81 is driving down a wet, two-lane road through a lush, green forest, its headlights reflecting off the rain-soaked pavement.",0.0095,0.0488,0.4562,0.4001
000000176037.jpg,"A nighttime city street scene featuring a white city bus with a blue stripe, displaying ""M5 South Ferry"" on its digital sign, driving through a bustling urban environment illuminated by streetlights and building lights.",0.0002,0.2222,0.4617,0.3479
000000458410.jpg,"The image depicts a cozy living room with a floral-patterned couch, a coffee table, and a vintage TV on a cart. The room features wooden paneling, a checkered floor, and various decorative elements, creating a warm and inviting atmosphere.",0.0,0.1644,0.309,0.3062
000000361730.jpg,"A vibrant kite festival is taking place in a grassy field near a body of water, with hundreds of colorful kites soaring against a clear blue sky, while people of all ages enjoy the event from the ground.",0.0,0.3158,0.2581,0.3633
000000312489.jpg,"Two young men are walking along a beach, one carrying a surfboard and the other holding a handle connected to a kite, preparing for a parasailing adventure.",0.0291,0.1364,0.3553,0.3372
000000315492.jpg,"A young girl with blonde hair in a ponytail is standing in a bathroom, wearing a red and black striped shirt and white gloves. She is holding a white plate with a brown teddy bear on it in her left hand and reaching towards a white toilet with her right hand. The bathroom has brown wooden walls and a gray carpeted floor. There's a toilet paper roll on a silver holder on the wall, and a white door with a silver handle is visible. In the bottom right corner of the image, there's a white trash can with a gray stuffed animal inside.",0.0,0.2,0.2891,0.3181
000000431896.jpg,"A sleek, modern train with a yellow front and red sides is approaching a station at dusk, its headlights illuminating the platform as it moves along the tracks.",0.0065,0.2,0.44,0.3123
000000498747.jpg,"A young man with curly brown hair is on a phone call, wearing a brown sweater with a diamond pattern. He's surrounded by a group of people in a room, with some looking at him and others engaged in conversation.",0.0,0.1304,0.3828,0.3806
000000055150.jpg,"Two children are sitting on a luggage cart in a parking lot, with a Budget car rental sign visible in the background.",0.1167,0.1818,0.609,0.3132
000000255536.jpg,"The image depicts a dilapidated outdoor area with a chain-link fence, scattered chairs, and a broken umbrella, set against a backdrop of a highway overpass and a grassy field.",0.0002,0.3784,0.1829,0.3245
000000456015.jpg,"Four men on horseback ride along a sandy beach, with the ocean and waves visible in the background.",0.014,0.1364,0.2778,0.3523
000000297022.jpg,"This black and white photograph captures a vintage fire truck from the 1940s or 1950s parked in a grassy field, with three men standing around it. The truck is equipped with various firefighting tools, including a hose and a fire extinguisher. The men are dressed in period-appropriate attire, with one wearing a hat and holding a gun. The scene is set against a backdrop of trees and a clear sky, evoking a sense of rural firefighting history.",0.0,0.3,0.3276,0.3413
000000179141.jpg,"A group of four friends, two men and two women, are gathered around a pizza box in a dimly lit restaurant, smiling and enjoying their meal together.",0.0114,0.1818,0.4099,0.3467
000000140420.jpg,"A lone motorcycle travels along a winding dirt road through a lush, green forest, with sunlight filtering through the trees and casting a warm glow on the scene.",0.0153,0.1176,0.4189,0.3682
000000428454.jpg,"A man is snowkiting on a snowy landscape, wearing a green jacket, white pants, and a black helmet. He's holding onto a red and white kite that's attached to a rope, which is connected to a vehicle in the distance. The sky is clear and blue, and there are some trees and a white building visible in the background.",0.0,0.25,0.2862,0.3667
000000466416.jpg,"A stunning nighttime cityscape featuring a grand illuminated building with two clock towers, a body of water reflecting city lights, and a bustling waterfront scene.",0.0406,0.0541,0.4536,0.2915
000000072281.jpg,"A young skateboarder is captured mid-air performing a trick on a colorful skateboard, wearing a black hat with ""Death"" written on it, a red and white plaid shirt, and gray pants.",0.0001,0.2083,0.2913,0.3154
000000118209.jpg,"Two brown horses stand behind a wire fence in a grassy field, with one horse looking directly at the camera and the other slightly turned away.",0.0203,0.2264,0.6055,0.3381
000000031296.jpg,"A group of elderly individuals, many wearing military hats, are gathered around a table in a restaurant, smiling and posing for a photograph.",0.0324,0.28,0.5202,0.3818
000000179392.jpg,"A curious tortoiseshell cat with a distinctive black patch around its right eye is perched on a cluttered desk, intently staring at the camera with wide, expressive eyes.",0.0019,0.2326,0.3156,0.3367
000000114871.jpg,"A ripe banana with a few brown spots sits on a white plate alongside a slice of yellow cheese, creating a simple yet appetizing snack arrangement on a light gray countertop.",0.0024,0.1667,0.4282,0.3789
000000157138.jpg,"A delectable slice of lemon meringue cake sits on a vibrant red plate, adorned with a silver fork and a copyright notice from 2010 by Cindy Costa.",0.0168,0.2222,0.4863,0.3132
000000130465.jpg,"The image depicts the grand entrance of a historic church, featuring a large arched doorway flanked by two statues and adorned with intricate carvings. Above the entrance, two clock towers rise, each topped with a cross, and the entire structure is captured in a black and white photograph that emphasizes its architectural details and solemn atmosphere.",0.0,0.2222,0.3673,0.332
000000194940.jpg,"The image displays a neatly arranged meal on a light brown wooden table, featuring three small black bowls containing baby carrots, broccoli, and red and green peppers, alongside a larger silver thermos with a black lid.",0.0,0.1905,0.3806,0.4016
000000382734.jpg,"The image depicts a bathroom in the process of being renovated, with a white shower stall featuring a greenish tint, exposed pipes, and a partially installed white showerhead.",0.001,0.0588,0.3912,0.3425
000000392481.jpg,"A sleek, dark gray fighter jet soars through a cloudy sky, its pointed nose and twin engines visible as it angles upward at a steep 45-degree angle.",0.0034,0.2,0.3444,0.3269
000000232563.jpg,"A man in a black coat and glasses stands on a city sidewalk, holding a black and white zebra-striped umbrella and a cell phone, with a black and white backpack slung over his shoulder.",0.0001,0.2051,0.5988,0.3699
000000507667.jpg,"The image depicts a large white cow statue with colorful lines and labels representing various locations in a city, such as Chinatown, Downtown Crossing, and the Aquarium. The statue is situated on a concrete base in a busy urban setting, with people and vehicles visible in the background.",0.0,0.3226,0.2584,0.3682
000000247917.jpg,"A group photo of a young baseball team and their coaches on a sunny day, all wearing orange Marlins jerseys and black caps with the team logo.",0.0252,0.2353,0.4368,0.3699
000000088432.jpg,"The image depicts a bustling street corner with a prominent yellow fire hydrant leaking water, surrounded by various street signs, including ""No Parking Anytime"" and ""No Parking Bus Stop."" The intersection is marked by green street signs for ""Biltmore Avenue"" and ""Short Cox Avenue."" In the background, there's a white pickup truck and a brick building with a sign that reads ""Jack Transmission."" The scene is set on a sunny day with a clear blue sky, and trees are visible in the distance.",0.0,0.05,0.272,0.3357
000000161799.jpg,"A young man in a black t-shirt and jeans is performing a skateboard trick on a yellow metal railing at a skate park, with other skateboarders visible in the background.",0.0037,0.2353,0.6438,0.3193
000000322944.jpg,"A young woman with long brown hair is holding a gray teddy bear with a blue bow. She has visible injuries on her face, including a cut on her forehead and a bloody nose.",0.0031,0.1053,0.3206,0.3455
000000097337.jpg,"A cozy living room with a flat-screen TV on a red stand, a glass coffee table with a vase, and a brown couch with a blanket, illuminated by a lamp and surrounded by various decorative items.",0.0002,0.1333,0.4676,0.3298
000000570456.jpg,"The image depicts a cozy living room with a brown tiled floor, featuring a gray couch, two white chairs, and a coffee table. A kitchen area is visible to the left, with a sink and countertop. The room has white walls and a sliding glass door on the right, allowing natural light to enter.",0.0,0.2564,0.3553,0.2588
000000222317.jpg,"A small brown dog is comfortably lounging on a light blue couch, surrounded by blankets and pillows in a cozy living room setting.",0.0475,0.3333,0.5066,0.334
000000396274.jpg,"A vibrant garden scene featuring a variety of leafy green plants growing in a mulched bed, with some plants climbing a wooden fence and others supported by a metal structure.",0.0027,0.25,0.4438,0.3235
000000056288.jpg,"A half sandwich on a paper plate, featuring layers of ham, turkey, cheese, lettuce, tomato, and mayonnaise, sits on a desk with a computer monitor and keyboard in the background.",0.0047,0.1702,0.477,0.3867
000000383606.jpg,"A man in a black suit is taking a selfie in a bathroom with a white sink, blue countertop, and a white shower curtain.",0.1339,0.2941,0.6134,0.3269
000000262938.jpg,"Two stuffed dogs are snuggled together under a blue blanket, with an open book in front of them featuring a picture of a dog wearing a carrot hat.",0.0097,0.0952,0.497,0.3662
000000458223.jpg,"A man walks his bicycle along a wooden pier beside a rocky shoreline, with a red lighthouse in the background and a large ship visible on the water.",0.0063,0.1875,0.5252,0.2534
000000125936.jpg,"The image depicts a bustling scene in a small grocery store or market, with a fruit stand in the foreground and a man in a plaid shirt and jeans standing nearby. Behind the fruit stand, there are three people working, including a man in a white shirt and hat and two women in black shirts and aprons. The store has a cozy, cluttered atmosphere with various signs and posters visible, including one that reads ""Jacket Potatoes."" In the background, there's a refrigerator stocked with drinks and snacks, and a window with a metal grate. The overall scene captures the lively and busy nature of a local market or grocery store.",0.0,0.35,0.175,0.3237
000000576052.jpg,"A woman in a red shirt and white helmet rides a brown horse with a green bridle across a grassy field, with a river and snow-capped mountains in the background.",0.0069,0.2222,0.4778,0.3262
000000187243.jpg,"A woman is lying on the bathroom floor, wearing a black shirt and blue jeans, with her head near the toilet and her feet towards the door.",0.0122,0.2581,0.2431,0.3218
000000346703.jpg,"The image captures a joyful family gathering centered around a birthday celebration. A man is seen pouring a liquid from a spoon onto a candle, while a woman and a young girl watch with smiles. The scene is set on a table adorned with a cake, wine, and other celebratory items. The atmosphere is warm and festive, with the family members clearly enjoying the special occasion together.",0.0,0.125,0.3205,0.3123
000000504635.jpg,"Three zebras stand in a grassy field, facing left, with trees and a cloudy sky in the background.",0.3396,0.1481,0.6792,0.342
000000205776.jpg,"A brown bear is peacefully sleeping in a worn, makeshift hammock made of leather straps and wooden planks, suspended over a concrete surface with a body of water visible in the background.",0.0005,0.0833,0.5066,0.311
000000431568.jpg,"A mouthwatering, thick-crust pizza with a charred edge sits on a white plate atop a red and white checkered tablecloth, showcasing a vibrant mix of red tomato sauce, melted white cheese, green peppers, and ground sausage.",0.0001,0.1778,0.3605,0.2749
000000020553.jpg,"A whimsical desert scene featuring a large yellow teddy bear lounging on a makeshift bed, surrounded by various stuffed animals and a small table with beer bottles and flowers.",0.0172,0.0909,0.3849,0.3315
000000442661.jpg,"A giraffe statue stands in front of a large window, gazing out at a cityscape of tall buildings, with a palm tree visible to the left.",0.0065,0.2979,0.4351,0.3838
000000255749.jpg,"A vintage bus with the number 4 and destination ""Keskusta"" is parked on a snowy street at night, with a man standing beside it and two people visible inside.",0.0032,0.2857,0.5024,0.3743
000000048555.jpg,"A sepia-toned photograph captures three jockeys racing their horses across a wet, reflective beach, with the lead jockey in a white and black striped shirt and the others in white shirts, all wearing helmets and riding dark-colored horses.",0.0,0.1091,0.4562,0.3735
000000002261.jpg,"A man in a black t-shirt is lying on a blue surfboard, paddling through greenish-blue ocean waves with his right hand raised.",0.0828,0.3333,0.3964,0.3257
000000053909.jpg,"A person is holding a black cell phone in their right hand, with a tattoo visible on their wrist. The phone's screen displays a black and white image of a tree, and the time reads 19:45.",0.0013,0.1818,0.4671,0.3552
000000308391.jpg,"The image depicts the Arch Street Fire Department building, featuring a sign with the quote ""He who laughs last thinks slowest"" and the address 15923.",0.1313,0.0714,0.7668,0.3208
000000110359.jpg,"A large commercial airplane is captured soaring through a clear, vibrant blue sky, viewed from below as it climbs.",0.0273,0.0526,0.3468,0.3037
000000149222.jpg,"The image depicts a cluttered desk with a vintage Compaq computer monitor displaying a website with the word ""learning"" on it. The desk is filled with various items including a keyboard, mouse, papers, and a jar of Nutella. There's also a framed picture leaning against the monitor and a black plastic organizer. The overall scene suggests a busy, possibly educational workspace.",0.0,0.1739,0.3377,0.3276
000000350054.jpg,"A black and white cat sits regally on a wooden cabinet in a cozy living room, surrounded by festive Christmas decorations and a large flat-screen TV displaying a snowy scene.",0.0026,0.0779,0.4259,0.3389
000000075393.jpg,"The image depicts a museum exhibit featuring three intricately carved wooden forks, each with a unique diamond-shaped handle and five prongs. These forks are displayed on a white table, with two elevated on clear plastic stands and one lying flat. In the background, there's a circular wooden object with small holes and a colorful beaded necklace. A silver nail is visible in the bottom right corner, and a partially visible sign reads ""Libya Loma.""",0.0,0.0909,0.3094,0.4011
000000564023.jpg,"The image depicts a public restroom stall with a squat toilet, featuring a white porcelain seat and silver drain. The stall has a black wall with a silver handlebar and a silver toilet paper dispenser. The floor is covered in gray tiles, and there's a white brick wall above the stall. The stall door is open, revealing a silver handle and a blue button.",0.0,0.1667,0.3669,0.3218
000000118921.jpg,"A woman in a red jacket and black pants stands on a snowy trail, holding ski poles and looking directly at the camera.",0.023,0.1538,0.41,0.3218
000000209142.jpg,"A vibrant and colorful vegetable medley is presented in a large white bowl, featuring a mix of broccoli florets, green peas, shredded carrots, and bean sprouts, all coated in a creamy dressing.",0.0003,0.1538,0.2672,0.3323
000000396338.jpg,"A bustling street scene in a developing country, featuring a mix of vehicles, pedestrians, and colorful shacks, with a prominent black car and a man in a white outfit walking towards the camera.",0.0,0.1622,0.3543,0.3403
000000142324.jpg,"A bustling street scene in India, filled with people on bicycles, motorcycles, and walking, surrounded by colorful buildings and signs.",0.0477,0.0,0.2677,0.3289
000000529528.jpg,"A kitchen scene featuring a white stand mixer with a silver bowl filled with a thick, yellowish batter, surrounded by various baking tools and ingredients on a dark countertop.",0.0021,0.3333,0.2273,0.2878
000000320554.jpg,"A black cat with white markings lounges on a wooden bench in a sunlit park, surrounded by lush greenery and dappled shadows.",0.0586,0.1304,0.4563,0.3267
000000279278.jpg,"A lively street scene captures a group of people gathered around a red skateboard with yellow wheels, with bicycles lined up in the background and a small white dog on a leash nearby.",0.0002,0.2051,0.374,0.3618
000000161875.jpg,"A young woman with long, curly brown hair stands in a grassy field, wearing a black coat over a red and white checkered dress, white tights, and brown shoes. She smiles at the camera, her right hand raised to her face, with a leafless tree and a distant line of trees visible in the background.",0.0,0.1562,0.3135,0.3198
000000407960.jpg,"A curious orange tabby cat sits on a wooden floor, gazing up at a stainless steel oven with a glass door, its reflection visible on the surface.",0.0074,0.2174,0.3188,0.3699
000000345252.jpg,"A young man with short black hair and glasses is sitting in a white folding chair, wearing a brown t-shirt and blue jeans, and playing a video game on a computer. He is wearing blue headphones and has a can of Mountain Dew and a Rubik's Cube on the desk beside him.",0.0,0.16,0.418,0.3586
000000032941.jpg,"A bustling city street scene with a mix of pedestrians and vehicles, featuring a prominent yellow sign and a red traffic light, surrounded by tall buildings and streetlights.",0.008,0.2,0.3153,0.2124
000000442161.jpg,"Three young Asian individuals are posing together at a bar, each holding a glass of wine and smiling at the camera.",0.0651,0.2424,0.418,0.3699
000000252701.jpg,"A young boy in a black wetsuit is surfing on a blue board, with a shirtless man in the background observing the scene.",0.0602,0.1765,0.4022,0.3625
000000197022.jpg,"Two artisanal pizzas with thick crusts, topped with melted cheese, mushrooms, and olives, rest on wooden boards atop a gray concrete surface, showcasing a rustic and appetizing presentation.",0.0014,0.0455,0.2294,0.3198
000000160556.jpg,"A woman is seated at a table in a dimly lit room, holding a phone to her ear while looking at a computer screen. In front of her is a Sharp microwave, and the table is covered with a white tablecloth.",0.0,0.2326,0.4619,0.245
000000250127.jpg,"A young woman stands on a rainy subway platform, holding a clear umbrella and looking down at her phone, with a green subway car and a small silver step visible in the background.",0.0003,0.1786,0.4868,0.3428
000000558854.jpg,"A hearty meal spread featuring a grilled cheese sandwich, baked beans, french fries, and a burger with pickles, accompanied by two drinks, all arranged on a wooden table.",0.0423,0.4,0.4331,0.3457
000000288042.jpg,"A picturesque European town with a canal, stone walls, and charming buildings nestled among lush greenery, where a man in a black jacket and blue jeans walks along the sidewalk holding a blue umbrella on a cloudy day.",0.0,0.2258,0.2941,0.2935
000000459662.jpg,"Two young girls are sitting on a couch, each holding a decorated donut over their eyes in a playful pose.",0.1339,0.1395,0.8466,0.3818
000000441586.jpg,"A man is riding a unique bicycle with oversized wheels in a desert setting, surrounded by other bicycles and a stop sign.",0.0295,0.2041,0.3964,0.3413
